151,3466
242,2403
191,665
185,5005
271,1247
139,1302
224,5614
223,8082
156,4592
188,6266
85,7753
76,2705
182,2532
229,4682
279,1218
103,6403
188,8004
171,79
45,7548
148,7198
112,2839
233,0046
143,9457
181,8659
113,154
194,6064
134,6452
204,0216
210,6647
222,6096
168,5761
88,8053
127,6561
269,4633
109,7671
240,9062
183,5455
354,223
86,6773
167,232
96,629
296,7801
33,3702
228,4972
238,6932
253,2475
89,0315
159,8398
134,0248
234,3971
