156,507
96,2107
321,691
260,35
73,9745
71,1157
218,021
184,662
45,7365
266,83
205,02
77,0924
120,57
36,615
143,822
228,135
131,171
267,297
180,838
150,871
154,439
121,409
274,025
47,585
151,926
167,345
181,597
309,704
119,251
114,585
156,938
124,063
477,461
66,6037
254,66
191,458
212,748
146,187
171,508
174,247
244,152
390,458
127,317
540,448
160,466
197,752
272,062
246,344
196,249
152,187
